fact_id,timeframe,applies_to,scope,statement,value,unit,period,source_id,quote,verification,checked_on,note
korea-coal-australia-dec-2025,baseline,coal-australia-korea,corridor,"South Korea imported 3.19 million tonnes of coal from Australia in December 2025, its largest supplier.",3.19,million tonnes,2025-12,apbiKorea,"South Korea still imported most coal from Australia at 3.19 million tonnes in December, up 2.12% YoY and 1.16% MoM.",auto,2026-09-14,
brazil-iron-europe-dec-2025,baseline,iron-brazil-europe,corridor,"Brazil shipped 1.172 million tonnes of iron ore to Europe in December 2025, against 28.203 million to China.",1.172,million mt,2025-12,steelorbisBrazil,"The iron ore exports were destined to Asia (32.886 million mt, of which 28.203 million mt to China), the Middle East (1.977 million mt), Europe (1.172 million mt), and Africa (675,600 mt), while smaller volumes were shipped to Mexico and Argentina.",auto,2026-09-14,
us-soy-china-one-cargo,baseline,grain-usgulf-china,corridor,"China received just one cargo (49,000 tonnes) of US soybeans in the first quarter of the 2025/26 marketing year (USDA FGIS).","49,000",tonnes,2025/26 Q1,bbSoy,"Data from the Federal Grain Inspection Service (FGIS) of the USDA show China received just one cargo (49,000 tonnes) of US soybeans in the first quarter.",auto,2026-09-14,
us-china-soy-deal,baseline,grain-usgulf-china,policy,Under the November 2025 trade deal China agreed to buy at least 12 million tonnes of US soybeans in the last two months of 2025 and at least 25 million tonnes a year in 2026–2028.,25 million,tonnes a year,2025-11,bbSoy,"At the beginning of November, the United States and China announced a trade deal that included China’s agreement to buy US soybeans: at least 12 million tonnes in the final two months of 2025 and at least 25 million tonnes per year in 2026, 2027 and 2028.",auto,2026-09-14,
drc-cobalt-china-2024,baseline,metals-drc-china-cobalt,corridor,"In the last four months of 2024 the DRC exported just under 68,000 tonnes of cobalt contained in hydroxide to China.","68,000",tonnes,2024-09/12,fmDrcSuspension,"In the last four months of 2024, the DRC exported just under 68,000 tonnes of cobalt contained in hydroxide to China.",auto,2026-09-14,
iraq-india-before,baseline,crude-gulf-india,corridor,"Before the Hormuz disruption, Iraq supplied India with 1.0–1.5 mbpd of crude.",1.5,mbpd,before March 2026,axsIndia,Iraq — which previously supplied 1.0–1.5 mbpd — collapsed to just 0.1–0.3 mbpd.,auto,2026-09-14,
india-replacement-suppliers,current,crude-gulf-india|crude-fujairah-india|crude-russia-baltic-india|crude-blacksea-india,importer,"After the closure, Iraq, Kuwait and Qatar effectively exited India’s crude slate, partially replaced by Saudi crude from Yanbu, UAE crude from Fujairah and more Russian exports.",,,2026-03/04,axsIndia,"The most Hormuz-dependent suppliers — Iraq, Kuwait, and Qatar — effectively exited the Indian crude slate, partially replaced by Saudi Yanbu, UAE Fujairah, and incremental Russian exports.",auto,2026-09-14,
uae-india-fujairah-before,baseline,crude-fujairah-india,corridor,"Before the disruption, UAE crude for India loaded in an approximate 70/30 split between Gulf-side terminals and Fujairah or Khor Fakkan.",70/30,split,before March 2026,axsIndia,"Before the disruption, UAE crude reached Indian refiners through an approximate 70/30 split: Persian Gulf-side terminals — Jebel Dhanna, Das Island, and Ruwais — dominated exports, while Fujairah and Khor Fakkan on the Sea of Oman side carried a meaningful but secondary share.",auto,2026-09-14,
japan-alternative-routes,current,crude-gulf-japan,importer,"Japan has been securing Middle Eastern crude via routes outside Hormuz, such as Saudi Arabia’s Yanbu and the UAE’s Fujairah.",,,since 2026-03,argusJapanPM,"Japan has been working to secure supplies via alternative routes outside of the strait of Hormuz, such as Saudi Arabia's Yanbu and the UAE's Fujairah.",auto,2026-09-14,
japan-april-20pc,current,crude-gulf-japan,importer,"Japan aimed to import 20% of its average 2025 crude import level in April 2026, covering the rest from oil reserves.",20,percent of average 2025 imports,2026-04,argusJapanPM,"In April, Japan aims to bring in 20pc worth of average 2025 import levels, and the rest will be covered by the oil reserves release.",auto,2026-09-14,
crude-gulf-china-vessel,baseline,crude-gulf-china,freight,Vessel class on this trade: VLCC.,,,structural,frtheedgemalaysi78fc6b,"The 270,000mt Middle East Gulf to China trip (TD3C) having risen almost 10 points to the WS70 level mid-week, the rate is now being assessed at WS64.94. The corresponding round-trip TCE is US$44,160/day basis the Baltic Exchange's vessel description.",auto,2026-09-15,"Baltic Exchange benchmark TD3C (270,000 mt Middle East Gulf to China), listed under the report's 'VLCC' heading. Benchmark-level, not port-specific."
crude-gulf-china-transit,baseline,crude-gulf-china,freight,"Published transit time: around 60 days (round voyage (laden + ballast + port time), not one-way).",,,structural,frtankersinterna4378a0,"While a round voyage from the Middle East to China typically takes around 60 days, the Brazil to China roundtrip could take 100 days and more.",auto,2026-09-15,"Basis: round voyage (laden + ballast + port time), not one-way"
crude-gulf-india-vessel,baseline,crude-gulf-india,freight,Vessel class on this trade: VLCC.,,,structural,frbreakwaveadvisdfa642,"Crude accounts for 97.9% of Iraq's total dirty cargo exports, and Very Large Crude Carriers (VLCCs) handle 88.3% of all shipments.",auto,2026-09-15,"Share of all Iraqi dirty-cargo shipments (all destinations), not India-specific. Anecdotal India-specific support: Reuters via Hydrocarbon Processing (2025-07-30, pages/hcp-nayara-vlcc.txt) reports 'Supertanker Kalliopi' discharging Iraqi oil at Nayara's Vadinar refinery. Suezmaxes also used (gCaptain/Bloomberg 2026-05-16, pages/gcaptain-iraq-india.txt)."
crude-gulf-japan-vessel,baseline,crude-gulf-japan,freight,Vessel class on this trade: VLCC.,,,structural,frmolmitsuioskli909a8e,"In fact, most of the crude oil shipped from the Middle East to Japan is imported by very large crude carriers, known as VLCCs, which take about 20 days each way, 45 to 50 days per voyage, including the time required for loading and unloading.",auto,2026-09-15,
crude-gulf-japan-distance,baseline,crude-gulf-japan,freight,"Published sea distance for this voyage: about 6,600 nautical miles.","6,600",nautical miles,structural,frmolmitsuioskli909a8e,"The navigation distance on this route is approximately 6,600 miles, so the crude oil tanker navigating at 14 knots would require about 470 hours (19.5 days).",auto,2026-09-15,"Routing: via Strait of Hormuz and Straits of Malacca/Singapore; Approximate figure ('approximately 6,600 miles'); the article uses 'miles' for nautical miles (it defines the nautical mile just above). Ras Tanura to Tokyo Bay."
crude-gulf-japan-transit,baseline,crude-gulf-japan,freight,Published transit time: about 19.5 days (about 20 days each way) (at 14 knots).,,,structural,frmolmitsuioskli909a8e,"The navigation distance on this route is approximately 6,600 miles, so the crude oil tanker navigating at 14 knots would require about 470 hours (19.5 days). In fact, most of the crude oil shipped from the Middle East to Japan is imported by very large crude carriers, known as VLCCs, which take about 20 days each way, 45 to 50 days per voyage, including the time required for loading and unloading.",auto,2026-09-15,Basis: at 14 knots
crude-gulf-korea-vessel,baseline,crude-gulf-korea,freight,Vessel class on this trade: VLCC.,,,structural,froilpricecomrep58ff1b,"The crude cargoes were split evenly among three Very Large Crude Carriers (VLCCs) heading to Asian refining hubs. The first was Universal Winner, a South Korean-flagged supertanker carrying 2 million barrels of Kuwaiti crude oil. Shipping data on LSEG and Kpler showed that the vessel is currently en route to Ulsan, South Korea",auto,2026-09-15,"Single-cargo anecdote (Kuwaiti crude to Ulsan, 2026), not a trade-level statement; kind: reference."
crude-gulf-europe-suez-vessel,baseline,crude-gulf-europe-suez,freight,Vessel class on this trade: VLCC.,,,structural,frkplerb78b3f,"Importantly, the Suez Canal can only transport at most 1 million barrels of oil aboard either a fully loaded Suezmax or a half-laden VLCC.",auto,2026-09-15,"Canal constraint, not a trade statement for Gulf-Rotterdam. EIA's voyage-time calculation for this lane assumes a laden Suezmax (see transit)."
crude-gulf-europe-suez-distance,baseline,crude-gulf-europe-suez,freight,"Published sea distance for this voyage: about 6,436 nautical miles.","6,436",nautical miles,structural,fregyptiancentera9af9f,"The tanker needs 17 days and 21 hours to arrive at the port of Rotterdam based on the 6,436 nautical miles travelled during the voyage via the Suez Canal route. With the Cape of Good Hope route, the tanker will travel 11,169 nautical miles, which translates to a journey time of 31 days and 1 hour.",auto,2026-09-15,"Routing: via Suez Canal; Ras Tanura to Rotterdam. Geopolitical Monitor (2024-01-08, pages/geomonitor-redsea.txt) attributes the same 6,436 / 11,169 nm figures to the Suez Canal Authority."
crude-gulf-europe-suez-transit,baseline,crude-gulf-europe-suez,freight,Published transit time: 19 days.,,,structural,frusenergyinforme22a29,"A typical voyage from the Persian Gulf to the Amsterdam-Rotterdam-Antwerp petroleum trading hub (ARA) via the Suez Canal takes 19 days. If the ship takes the Cape of Good Hope route, it takes nearly 35 days to reach the ARA.",auto,2026-09-15,"Basis: laden Suezmax at 14 knots, Persian Gulf to ARA, no extended chokepoint delays"
crude-gulf-europe-cape-vessel,baseline,crude-gulf-europe-cape,freight,Vessel class on this trade: VLCC.,,,structural,fregyptiancentera9af9f,"In contrast, when examining the route taken by VLCC oil tankers from the port of Ras Tanura in the Arabian Gulf to the port of Rotterdam via the Cape of Good Hope, the situation is different. VLCC oil tankers have an average fuel consumption of 115 tons per day and an average speed of 15 knots at the conclusion of their journey.",auto,2026-09-15,"Illustrative comparison example, not a trade-flow statistic."
crude-gulf-europe-cape-distance,baseline,crude-gulf-europe-cape,freight,"Published sea distance for this voyage: about 11,169 nautical miles.","11,169",nautical miles,structural,fregyptiancentera9af9f,"The tanker needs 17 days and 21 hours to arrive at the port of Rotterdam based on the 6,436 nautical miles travelled during the voyage via the Suez Canal route. With the Cape of Good Hope route, the tanker will travel 11,169 nautical miles, which translates to a journey time of 31 days and 1 hour.",auto,2026-09-15,Routing: via Cape of Good Hope; Ras Tanura to Rotterdam; also attributed to the Suez Canal Authority by Geopolitical Monitor.
crude-gulf-europe-cape-transit,baseline,crude-gulf-europe-cape,freight,Published transit time: nearly 35 days.,,,structural,frusenergyinforme22a29,"A typical voyage from the Persian Gulf to the Amsterdam-Rotterdam-Antwerp petroleum trading hub (ARA) via the Suez Canal takes 19 days. If the ship takes the Cape of Good Hope route, it takes nearly 35 days to reach the ARA.",auto,2026-09-15,"Basis: laden Suezmax at 14 knots, Persian Gulf to ARA via the Cape"
crude-yanbu-europe-vessel,baseline,crude-yanbu-europe,freight,Vessel class on this trade: VLCC.,,,structural,frkplerb78b3f,"Importantly, the Suez Canal can only transport at most 1 million barrels of oil aboard either a fully loaded Suezmax or a half-laden VLCC.",auto,2026-09-15,"Al Jazeera (2026-07-22, pages/aljazeera-suez-yanbu.txt) quotes an analyst saying Yanbu exports are 'predominantly loaded on VLCCs', so northbound Suez flows need Suezmax liftings or lightering."
crude-russia-baltic-india-vessel,baseline,crude-russia-baltic-india,freight,Vessel class on this trade: Aframax.,,,structural,frbairdmaritimer5a4d5c,"According to sources, the cost of shipping Aframax cargoes from Primorsk to India fell to as low as $10 million to $11 million, from more than $13 million in late May.",auto,2026-09-15,
crude-russia-baltic-india-distance,baseline,crude-russia-baltic-india,freight,"Published sea distance for this voyage: about 7,000 nautical miles.","7,000",nautical miles,structural,frtheprintciting3f79ed,"The route threads through the North Sea, the Strait of Gibraltar, the Mediterranean Sea, the Suez Canal and the Red Sea before the vessel reaches Indian waters. This comes to an approximate distance of 7,000 nautical miles, or 12,964 kilometres, according to Kpler and Drewry Maritime Research.",manual,2026-09-15,"Routing: via Danish straits, Gibraltar, Suez Canal and Red Sea; Approximate, Baltic to India generic (not Primorsk-Vadinar specific). Page served a browser check to normal clients; saved via a crawler user-agent - consider verification: manual.; ThePrint serves a Cloudflare browser check to scripts; quote read on the full article."
crude-russia-baltic-india-transit,baseline,crude-russia-baltic-india,freight,Published transit time: 25 to 30 days.,,,structural,frtheprintciting3f79ed,"A typical cargo from the Baltic takes 25 to 30 days to reach India, according to Nikhil Dubey, senior research analyst for oil markets at Kpler.",manual,2026-09-15,Basis: typical Baltic cargo to India (Kpler analyst); ThePrint serves a Cloudflare browser check to scripts; quote read on the full article.
crude-russia-pacific-china-vessel,baseline,crude-russia-pacific-china,freight,Vessel class on this trade: Aframax.,,,structural,frgcaptainbloomb8900f7,"Most ships typically used for the trade are Aframaxes, which have capacity of around 750,000 barrels.",auto,2026-09-15,
crude-russia-pacific-china-transit,baseline,crude-russia-pacific-china,freight,Published transit time: less than a week.,,,structural,frenergynewsbeat14eb99,ESPO loads on Russia's Pacific coast and reaches Chinese ports in less than a week.,auto,2026-09-15,"Basis: Kozmino to Chinese ports, no speed stated"
crude-blacksea-india-vessel,baseline,crude-blacksea-india,freight,Vessel class on this trade: Suezmax.,,,structural,frbairdmaritimer5a4d5c,The cost of shipping Urals from the Black Sea port of Novorossiisk to India on Suezmax tankers declined to $15 million from $18 million.,auto,2026-09-15,
crude-blacksea-india-distance,baseline,crude-blacksea-india,freight,"Published sea distance for this voyage: about 4,200 nautical miles.","4,200",nautical miles,structural,frtheprintciting3f79ed,"The second major corridor begins at Russia's Novorossiysk terminal and runs through the Mediterranean Sea, the Suez Canal and the Red Sea before reaching India-a 4,200-nautical mile voyage of 15 to 20 days, considerably shorter than the Baltic route.",manual,2026-09-15,"Routing: via Turkish straits, Mediterranean, Suez Canal and Red Sea; Novorossiysk to India, generic Indian destination; attribution in the sentence is to the article, not explicitly Kpler/Drewry.; ThePrint serves a Cloudflare browser check to scripts; quote read on the full article."
crude-blacksea-india-transit,baseline,crude-blacksea-india,freight,Published transit time: 15 to 20 days.,,,structural,frtheprintciting3f79ed,"The second major corridor begins at Russia's Novorossiysk terminal and runs through the Mediterranean Sea, the Suez Canal and the Red Sea before reaching India-a 4,200-nautical mile voyage of 15 to 20 days, considerably shorter than the Baltic route.",manual,2026-09-15,Basis: no speed stated; ThePrint serves a Cloudflare browser check to scripts; quote read on the full article.
crude-usgulf-europe-vessel,baseline,crude-usgulf-europe,freight,Vessel class on this trade: Aframax.,,,structural,frtheedgemalaysi78fc6b,"The rate for the trans-Atlantic route of 70,000mt US Gulf/UK Continent (TD25) has been pushed by six points to WS146.39 giving a round trip TCE basis Houston/Rotterdam of US$33,376/day.",auto,2026-09-15,"Baltic TD25 (70,000 mt US Gulf/UK Continent, basis Houston/Rotterdam), listed under the report's 'Aframax' heading. Benchmark basis is Houston, not Corpus Christi. A Suezmax USG/UKC route (TD33, 145,000 mt) also exists (The Edge 2026-07-24, pages/edge-baltic-20260724.txt)."
crude-wafrica-china-vessel,baseline,crude-wafrica-china,freight,Vessel class on this trade: VLCC.,,,structural,frtheedgemalaysi78fc6b,"In the Atlantic market, the rate for 260,000mt West Africa/China (TD15) rose six points to WS68 midweek and has now fallen back to WS66.19 giving a round voyage TCE of US$46,032/day.",auto,2026-09-15,"Baltic TD15 (260,000 mt West Africa/China), listed under the report's 'VLCC' heading; benchmark-level."
crude-wafrica-china-distance,baseline,crude-wafrica-china,freight,"Published sea distance for this voyage: about 10,355 nautical miles.","10,355",nautical miles,structural,frfluentcargo99c705,"The distance between Luanda and Ningbo by cargo ship is 10,355 Nautical Miles (19,178 Kilometres / 11,916 Miles). This distance is measured by sea between Luanda (AOLAD) and Ningbo (CNNGB).",auto,2026-09-15,Routing: not stated by source
crude-brazil-china-vessel,baseline,crude-brazil-china,freight,Vessel class on this trade: VLCC.,,,structural,frtankersinterna4378a0,"The combination of rising Brazilian crude supply, shifting geopolitical dynamics, and price-sensitive Chinese refinery demand has led to a significant increase in VLCC shipments from Brazil to China in recent months.",auto,2026-09-15,
crude-brazil-china-distance,baseline,crude-brazil-china,freight,"Published sea distance for this voyage: about 12,449 nautical miles.","12,449",nautical miles,structural,frfluentcargo14a20b,"The distance between São Paulo and Qingdao by cargo ship is 12,449 Nautical Miles (23,056 Kilometres / 14,326 Miles). This distance is measured by sea between Santos (BRSSZ) and Qingdao (CNQDG).",auto,2026-09-15,Routing: not stated by source
crude-brazil-china-transit,baseline,crude-brazil-china,freight,"Published transit time: 100 days and more (round trip, not one-way).",,,structural,frtankersinterna4378a0,"While a round voyage from the Middle East to China typically takes around 60 days, the Brazil to China roundtrip could take 100 days and more.",auto,2026-09-15,"Basis: round trip, not one-way"
products-gulf-europe-vessel,baseline,products-gulf-europe,freight,Vessel class on this trade: LR2 product tanker.,,,structural,frargusmediab47775,"This would be balanced out by the Suez Canal transit fee, which is around $520,000 for a Long Range 2 (LR2) tanker.",auto,2026-09-15,Argus discusses the Mideast Gulf-Europe diesel route on LR2 basis. Baltic benchmark TC20 is '90kt MEG/UK-Continent' under the LR2 heading (pages/edge-baltic-20250221.txt); LR1 TC8 65kt MEG/UK-Continent also exists.
products-gulf-europe-transit,baseline,products-gulf-europe,freight,Published transit time: 19 days.,,,structural,frusenergyinforme22a29,"A typical voyage from the Persian Gulf to the Amsterdam-Rotterdam-Antwerp petroleum trading hub (ARA) via the Suez Canal takes 19 days. If the ship takes the Cape of Good Hope route, it takes nearly 35 days to reach the ARA.",auto,2026-09-15,Basis: Persian Gulf to ARA via Suez; EIA calculation for a laden Suezmax at 14 knots (crude basis)
products-india-europe-vessel,baseline,products-india-europe,freight,Vessel class on this trade: LR2 product tanker.,,,structural,fropis35325e,"According to commodity analytics firm Vortexa, the LR2 oil tanker Proteus Bohemia discharged 105,000 metric tons of diesel from Reliance's 1.4 million barrels/day Jamnagar refinery in Rotterdam on Tuesday.",auto,2026-09-15,"Cargo-level example (Jamnagar to Rotterdam). Reuters via Business Standard (2026-07-31, pages/bs-reliance-diesel.txt) prices 'an LR2 tanker to ship refined fuels from west coast India to Europe'."
products-india-europe-transit,baseline,products-india-europe,freight,Published transit time: 42 days (via Cape of Good Hope (24 days via Suez before the Red Sea disruptions)).,,,structural,frcnbccitingkple101996,"Before the Red Sea disruptions, a tanker from Jamnagar, India to Rotterdam, Netherlands would have taken 24 days. Sailing through the Cape of Good Hope, the duration of the same voyage has risen to 42 days.",auto,2026-09-15,Basis: via Cape of Good Hope (24 days via Suez before the Red Sea disruptions); no speed stated
products-usgulf-brazil-vessel,baseline,products-usgulf-brazil,freight,Vessel class on this trade: MR product tanker.,,,structural,frtheedgemalaysi78fc6b,"On the TC18, the 38kt US Gulf/Brazil index climbed 16.07 points to WS160.36",auto,2026-09-15,"Baltic TC18 (38kt US Gulf/Brazil), in the report's 'MR' section; benchmark-level."
products-usgulf-europe-vessel,baseline,products-usgulf-europe,freight,Vessel class on this trade: MR product tanker.,,,structural,frtheedgemalaysi78fc6b,TC14 38kt US-Gulf/UK-Continent went from WS92.14 to WS110.71.,auto,2026-09-15,"Baltic TC14 (38kt US Gulf/UK-Continent), in the report's 'MR' section; benchmark-level."
products-usgulf-europe-distance,baseline,products-usgulf-europe,freight,"Published sea distance for this voyage: about 5,275 nautical miles.","5,275",nautical miles,structural,frfluentcargo03a971,"The distance between Houston and Rotterdam by cargo ship is 5,275 Nautical Miles (9,768 Kilometres / 6,070 Miles). This distance is measured by sea between Houston (USHOU) and Rotterdam (NLRTM).",auto,2026-09-15,Routing: not stated by source
products-gulf-eafrica-vessel,baseline,products-gulf-eafrica,freight,Vessel class on this trade: MR product tanker.,,,structural,frtheedgemalaysi78fc6b,MR's in the MEG hopped upward this week off the back of decent activity levels. TC17 35kt MEG/East Africa index is currently WS207.79 (+16.36).,auto,2026-09-15,"Baltic TC17 (35kt MEG/East Africa), in the report's 'MR' section; benchmark-level. Search results mention a Platts LR2 Persian Gulf-East Africa assessment basis Ruwais-Mombasa, but the S&P page returned 403 and was not used."
products-usgulf-southamerica-vessel,baseline,products-usgulf-southamerica,freight,Vessel class on this trade: MR product tanker.,,,structural,frfreightwaves4759fa,"Since the Panama Canal Authority (ACP) began heavily restricting reservation slots at the start of November, waiting time for ships without reservations has dramatically increased - and spot rates for medium range (MR) product tankers using the canal have skyrocketed to record highs.",auto,2026-09-15,Article covers US Gulf-Chile and US Gulf-Peru product tanker rates (Argus); MR is the segment named.
products-usgulf-southamerica-transit,baseline,products-usgulf-southamerica,freight,Published transit time: about 23 days (Houston to Chile via Panama Canal (typical)).,,,structural,frgcaptainreutera6ec97,"The voyage could take 32 days and travel more than 10,000 nautical miles (18,520 km) before it ends next week, compared with about 23 days and less than 5,000 miles for a typical route through the Panama Canal.",auto,2026-09-15,Basis: Houston to Chile via Panama Canal (typical); no speed stated
crude-guyana-europe-vessel,baseline,crude-guyana-europe,freight,Vessel class on this trade: Suezmax.,,,structural,frifchorgalbrait14a589,"Predominantly a Suezmax business, with 84% of crude exports being carried on the size since the beginning of 2020, there have been increasing volumes lifted on larger VLCC sized stems. Across 2024 to date, VLCCs have accounted for just over a quarter of liftings.",auto,2026-09-15,"Guyana exports overall (all destinations). Baltic TD27 benchmark is 'Guyana to UK Continent basis 130,000mt' under the Suezmax heading, discharge Rotterdam (pages/edge-baltic-20250221.txt). VLCCs cannot lift from the FPSOs in Oct-Dec per IFCHOR."
lng-qatar-china-vessel,baseline,lng-qatar-china,freight,Vessel class on this trade: LNG carrier.,,,structural,eiaPanamaLng,"Only the 45 largest LNG vessels, 4.5-Bcf to 5.7-Bcf capacity Q-Flex and Q-Max tankers used for exports from Qatar,",auto,2026-09-15,Segment-level: EIA says Q-Flex and Q-Max tankers are used for Qatar's exports (2016). Qatar also uses conventional carriers; no China-specific vessel statement found.
lng-qatar-europe-vessel,baseline,lng-qatar-europe,freight,Vessel class on this trade: LNG carrier.,,,structural,eiaPanamaLng,"Only the 45 largest LNG vessels, 4.5-Bcf to 5.7-Bcf capacity Q-Flex and Q-Max tankers used for exports from Qatar,",auto,2026-09-15,"Segment-level. MediTelegraph (2017-06-16, pages/meditelegraph-qatar.txt) names Q-Flex/Q-Max and standard vessels on Qatar-Europe runs round Africa."
lng-qatar-europe-transit,baseline,lng-qatar-europe,freight,Published transit time: about 27 days (Ras Laffan to Zeebrugge via Cape of Good Hope (about 16 days via Suez)).,,,structural,frkpler4acfb4,It takes about 16 days to sail from Ras Laffan in Qatar to Zeebrugge via the Suez Canal compared to about 27 days via the Cape of Good Hope.,auto,2026-09-15,Basis: Ras Laffan to Zeebrugge via Cape of Good Hope (about 16 days via Suez); no speed stated
lng-us-europe-vessel,baseline,lng-us-europe,freight,Vessel class on this trade: LNG carrier.,,,structural,frtheedgemalaysi78fc6b,"In the Atlantic, the BLNG2 Sabine-UK Continent route saw 174k cbm rates rise by US$2,000 to US$6,800/day, while 160k cbm vessels remained flat at US$1,300/day.",auto,2026-09-15,Baltic benchmark BLNG2 Sabine-UK Continent assessed for 174k cbm (2-stroke) and 160k cbm vessels; benchmark-level.
lng-us-japan-vessel,baseline,lng-us-japan,freight,Vessel class on this trade: LNG carrier.,,,structural,frtheedgemalaysi78fc6b,"Meanwhile, the BLNG3 Sabine-Tokyo route posted a US$1,400 gain for 174k cbm vessels, bringing rates to US$10,000/day, whereas 160k cbm vessels held steady at US$2,600/day.",auto,2026-09-15,Baltic benchmark BLNG3 Sabine-Tokyo; benchmark-level.
lng-us-japan-transit,baseline,lng-us-japan,freight,Published transit time: approximately 25 days.,,,structural,frinstituteofgeo617a48,"In terms of transit time, the Panama Canal route is the shortest, at approximately 25 days.",auto,2026-09-15,"Basis: via Panama Canal (Cape of Good Hope 45 days, Suez 42 days); no speed stated"
lng-australia-japan-vessel,baseline,lng-australia-japan,freight,Vessel class on this trade: LNG carrier.,,,structural,frtheedgemalaysi78fc6b,"On the BLNG1 Gladstone-Tokyo route, 174k cbm vessels remained unchanged at US$10,900/day. However, 160k cbm vessels saw a modest US$200 increase, reaching US$5,400/day",auto,2026-09-15,"Baltic benchmark BLNG1 is Gladstone-Tokyo (east coast), not Karratha; segment-level for this route."
lng-australia-china-vessel,baseline,lng-australia-china,freight,Vessel class on this trade: LNG carrier.,,,structural,frtheedgemalaysi78fc6b,"On the BLNG1 Gladstone-Tokyo route, 174k cbm vessels remained unchanged at US$10,900/day. However, 160k cbm vessels saw a modest US$200 increase, reaching US$5,400/day",auto,2026-09-15,"Baltic benchmark BLNG1 loads at Gladstone (same origin), discharge Tokyo not China; segment-level."
lng-yamal-europe-vessel,baseline,lng-yamal-europe,freight,Vessel class on this trade: Arc7 LNG carrier.,,,structural,frcentreforhighnecd158,"Throughout the year, the core export volume was delivered by 14 Arc7 ice‑class LNG carriers, which operated continuously and performed 241 voyages.",auto,2026-09-15,2025 fleet statement for Yamal LNG overall; Arc4 and non-ice-class vessels worked only seasonally.
lng-yamal-europe-distance,baseline,lng-yamal-europe,freight,"Published sea distance for this voyage: about 2,750 nautical miles.","2,750",nautical miles,structural,froxfordinstitut5b08f6,"This is compared to journeys of 9 days (2,750nm) from Yamal LNG to Zeebrugge.",auto,2026-09-15,Routing: Sabetta to Zeebrugge (Barents/Norwegian Sea)
lng-yamal-europe-transit,baseline,lng-yamal-europe,freight,"Published transit time: 8.83 days (average, 2025).",,,structural,frcentreforhighnecd158,"The main route remained direct deliveries to European ports, which accounted for 203 voyages. Average sailing time from Sabetta to Europe was 8.83 days, and the average interval between consecutive voyages of the same vessel was about 22 days.",auto,2026-09-15,"Basis: average sailing time Sabetta to European ports, 203 voyages in 2025"
lng-yamal-china-nsr-vessel,baseline,lng-yamal-china-nsr,freight,Vessel class on this trade: Arc7 LNG carrier.,,,structural,frcentreforhighnecd158,"In addition, 28 voyages to Asia were made via the Northern Sea Route (NSR) between June and November, all by Arc7 vessels.",auto,2026-09-15,
coal-indonesia-china-vessel,baseline,coal-indonesia-china,freight,Vessel class on this trade: Panamax.,,,structural,frhellenicshippi4575d9,"Supramax and Panamax vessels together account for over 85% of tracked coal shipments, highlighting their dominant role in transporting Indonesian exports and reflecting the scale and operational structure of the country's coal logistics.",auto,2026-09-15,"Indonesia exports overall (all destinations), segment-level."
coal-indonesia-india-vessel,baseline,coal-indonesia-india,freight,Vessel class on this trade: Panamax.,,,structural,frhellenicshippid811fd,"The freight to move a 55,000 mt (plus/minus 10%) coal cargo on a Supramax ship from South Kalimantan in Indonesia to Paradip on east coast India was assessed at $21.30 Feb. 9, up $5.95/mt or almost 40% since Jan. 31.",auto,2026-09-15,Route-specific (South Kalimantan-Paradip) Platts assessment; same article notes Panamax rates on the route and that Supramax preference was tied to a shortage of floating cranes.
coal-australia-japan-vessel,baseline,coal-australia-japan,freight,Vessel class on this trade: Capesize.,,,structural,frworldcargonews5fecea,"According to BIMCO data, Panamax vessels are the main segment used to transport coal to the three markets, accounting for 58% of volumes, while Capesize vessels carry a further 31%.",auto,2026-09-15,"BIMCO share for coal to Japan, South Korea and the EU combined (all origins), segment-level."
coal-australia-korea-vessel,baseline,coal-australia-korea,freight,Vessel class on this trade: Capesize.,,,structural,frworldcargonews5fecea,"According to BIMCO data, Panamax vessels are the main segment used to transport coal to the three markets, accounting for 58% of volumes, while Capesize vessels carry a further 31%.",auto,2026-09-15,"BIMCO share for coal to Japan, South Korea and the EU combined (all origins), segment-level."
coal-australia-china-vessel,baseline,coal-australia-china,freight,Vessel class on this trade: Capesize.,,,structural,frbreakwaveadvisa061cd,"Although Capesizes carried most coal (all types) between Australia and China in 2023 and the 1H 2024, Panamaxes enjoyed a higher volume in both August and September , according to vessel tracking.",auto,2026-09-15,
coal-southafrica-india-vessel,baseline,coal-southafrica-india,freight,Vessel class on this trade: Panamax.,,,structural,frsafety4seaspgld7a5c9,"Platts assessed the daily Panamax freight rates from Richards Bay to India's west coast at $14.40/mt, down 10 cents from Monday, and to the east coast at $16/mt, unchanged on the day.",auto,2026-09-15,"Route-specific Platts Panamax assessment, but dated 2012."
coal-russia-china-vessel,baseline,coal-russia-china,freight,Vessel class on this trade: Panamax.,,,structural,frhellenicshippic1c872,"In Jan-Dec 2024, most coal volumes into China were loaded on Panamax vessels (52.3%), with 23.4% on Supramax and Ultramax vessels, 6.9% on Post-Panamaxes and 14.4% on Capesize tonnage.",auto,2026-09-15,"Segment-level: all coal imports into China (all origins), not Russia-specific."
